nibrs_code,offence_code,crimename1,crimename2,crimename3,row_count
," -77.4711)""",,,,3
," -77.2891)""",,,,3
," -77.3236)""",,,,3
," -77.4523)""",,,,3
," -77.3353)""",,,,3
," -77.4142)""",,,,3
," -76.9555)""",,,,3
," -77.4326)""",,,,3
," -76.927)""",,,,3
," -76.9088)""",,,,3
," -77.4726)""",,,,3
09C,9005,Crime Against Not a Crime,Justifiable Homicide,HOMICIDE - BY NON-POLICE - JUSTIFIABLE,3
," -77.3193)""",,,,3
," -77.386)""",,,,3
," -76.9404)""",,,,3
," -76.9244)""",,,,3
," -77.2792)""",,,,3
90Z,5011,Crime Against Society,All Other Offenses,OBSTRUCT GOVT - PAROLE VIOLATION,3
," -77.3569)""",,,,3
," -77.329)""",,,,3
," -77.3675)""",,,,3
," -76.9676)""",,,,3
," -77.2946)""",,,,3
," -76.9137)""",,,,3
," -77.384)""",,,,3
," -77.3202)""",,,,3
90Z,5801,Crime Against Society,All Other Offenses,SMUGGLING - CONTRABAND,3
11A,1111,Crime Against Person,Forcible Rape,SEX ASSAULT - SODOMY-WOMAN-WEAPON,3
520,5201,Crime Against Society,Weapon Law Violations,WEAPON - ALTERING IDENTIFICATION ON,3
90Z,0302,Crime Against Society,All Other Offenses,FALSE CITIZENSHIP,3
," -77.3417)""",,,,3
," -77.484)""",,,,3
," -77.4284)""",,,,3
," -77.4177)""",,,,3
," -77.3449)""",,,,3
," -77.0343)""",,,,3
," -77.3023)""",,,,3
90Z,6101,Crime Against Society,All Other Offenses,INCOME TAX (DESCRIBE OFFENSE),3
," -77.3741)""",,,,3
," -77.3084)""",,,,3
," -77.2858)""",,,,3
," -77.3718)""",,,,3
," -77.2531)""",,,,3
," -77.3216)""",,,,3
," -77.3117)""",,,,3
," -77.4797)""",,,,3
90Z,6300,Crime Against Society,All Other Offenses,MONEY LAUNDERING (DESCRIBE OFFENSE),3
," -77.3499)""",,,,3
," -77.3333)""",,,,3
," -76.9202)""",,,,3
," -77.3737)""",,,,3
," -77.3844)""",,,,3
," -77.4123)""",,,,3
," -77.3052)""",,,,3
," -77.3307)""",,,,3
," -77.2951)""",,,,3
," -77.3153)""",,,,3
," -77.4418)""",,,,3
," -77.3247)""",,,,3
," -76.9186)""",,,,3
," -77.4136)""",,,,2
," -77.3592)""",,,,2
," -77.3064)""",,,,2
," -77.3123)""",,,,2
," -77.3025)""",,,,2
," -77.4106)""",,,,2
," -76.962)""",,,,2
90Z,5706,Crime Against Society,All Other Offenses,INVASION PRIVACY - OPENING SEALED COMMUNICATION,2
," -77.2923)""",,,,2
," -77.4306)""",,,,2
," -77.2939)""",,,,2
," -77.3955)""",,,,2
," -76.9144)""",,,,2
," -77.3486)""",,,,2
," -77.4007)""",,,,2
," -77.3339)""",,,,2
," -76.964)""",,,,2
," -77.3278)""",,,,2
," -77.3711)""",,,,2
," -77.4512)""",,,,2
," -77.4046)""",,,,2
," -77.3226)""",,,,2
," -77.3221)""",,,,2
," -77.3044)""",,,,2
," -76.98)""",,,,2
," -77.3676)""",,,,2
," -77.3513)""",,,,2
," -77.2994)""",,,,2
," -76.9782)""",,,,2
," -77.4456)""",,,,2
," -77.4088)""",,,,2
," -77.3643)""",,,,2
," -77.3954)""",,,,2
," -77.3011)""",,,,2
," -77.4228)""",,,,2
," -77.3266)""",,,,2
," -77.414)""",,,,2
90Z,1499,Crime Against Society,All Other Offenses,ABORTION,2
," -77.4158)""",,,,2
," -77.409)""",,,,2
," -77.3013)""",,,,2
," -77.413)""",,,,2
," -77.3991)""",,,,2
270,2704,Crime Against Property,Embezzlement,EMBEZZLE - PUBLIC PROP,2
," -77.3306)""",,,,2
," -76.9175)""",,,,2
," -76.9464)""",,,,2
," -77.3525)""",,,,2
," -77.3806)""",,,,2
," -77.381)""",,,,2
," -77.3027)""",,,,2
," -76.9562)""",,,,2
," -76.9416)""",,,,2
," -77.3544)""",,,,2
," -76.9284)""",,,,2
90Z,1021,Crime Against Society,All Other Offenses,FALSE IMPRISONMENT - MINOR - PARENTAL,2
," -77.3323)""",,,,2
," -77.34)""",,,,2
11A,1105,Crime Against Person,Forcible Rape,SEX ASSAULT - SODOMY-MAN-GUN,2
," -77.3151)""",,,,2
," -76.9539)""",,,,2
," -77.3062)""",,,,2
," -77.4128)""",,,,2
," -77.412)""",,,,2
," -76.9461)""",,,,2
," -77.3894)""",,,,2
," -77.2524)""",,,,2
90F,3803,Crime Against Society,"Family Offenses, NonViolent",FAMILY OFFENSE - CRUELTY TOWARD WIFE,2
," -77.2931)""",,,,2
," -77.3097)""",,,,2
," -77.3881)""",,,,2
," -77.5042)""",,,,2
," -77.4234)""",,,,2
," -77.2926)""",,,,2
," -76.9551)""",,,,2
," -77.2932)""",,,,2
," -77.403)""",,,,2
," -77.405)""",,,,2
," -77.4129)""",,,,2
," -76.9093)""",,,,2
90Z,4806,Crime Against Society,All Other Offenses,OBSTRUCT POLICE - WITNESS - DECEIVING,2
90Z,4810,Crime Against Society,All Other Offenses,OBSTRUCT POLICE - ILLEGAL ARREST,2
," -76.9581)""",,,,2
90Z,5307,Crime Against Society,All Other Offenses,PUBLIC PEACE - ASSEMBLY - UNLAWFUL,2
," -77.426)""",,,,2
," -77.3611)""",,,,2
," -77.1138)""",,,,2
280,2805,Crime Against Property,Stolen Property Offenses,STOLEN PROPERTY - CONCEAL,2
," -77.2823)""",,,,2
," -77.357)""",,,,2
," -77.2979)""",,,,2
," -77.3811)""",,,,2
," -77.4083)""",,,,2
," -77.3921)""",,,,2
," -77.3241)""",,,,2
," -77.4354)""",,,,2
," -77.4199)""",,,,2
," -76.9552)""",,,,2
," -77.4065)""",,,,2
," -77.4076)""",,,,2
," -77.3271)""",,,,2
," -76.9429)""",,,,2
90Z,5899,Crime Against Society,All Other Offenses,SMUGGLING (DESCRIBE OFFENSE),2
," -77.3369)""",,,,2
," -77.4256)""",,,,2
," -77.3797)""",,,,2
," -77.3618)""",,,,2
," -77.4504)""",,,,2
," -77.3382)""",,,,2
," -77.4021)""",,,,2
," -77.3073)""",,,,2
," -77.3014)""",,,,2
," -76.9434)""",,,,2
," -77.3443)""",,,,2
," -77.3303)""",,,,2
," -77.3285)""",,,,2
," -76.9566)""",,,,2
," -77.3204)""",,,,2
35A,3501,Crime Against Society,Drug/Narcotic Violations,DRUGS - HALLUCINOGEN - MFR,2
90Z,4999,Crime Against Society,All Other Offenses,ESCAPE/FLIGHT (DESCRIBE OFFENSE),2
370,3702,Crime Against Society,Pornography/Obscene Material,OBSCENE MATERIAL - SELL,2
," -77.3031)""",,,,2
," -76.9222)""",,,,2
," -77.3464)""",,,,2
," -76.9102)""",,,,2
," -77.3396)""",,,,2
," -77.3412)""",,,,2
," -76.9754)""",,,,2
," -76.9619)""",,,,2
," -77.342)""",,,,2
," -77.3686)""",,,,2
," -77.302)""",,,,2
," -76.9622)""",,,,2
," -77.0314)""",,,,2
," -76.9258)""",,,,2
," -77.3681)""",,,,2
," -77.3624)""",,,,2
," -77.32)""",,,,2
," -77.4484)""",,,,2
," -76.9751)""",,,,2
," -77.4093)""",,,,2
," -77.3459)""",,,,2
," -76.9395)""",,,,2
," -77.4109)""",,,,2
," -76.9271)""",,,,2
290,2904,Crime Against Property,Destruction/Damage/Vandalism of Property,DAMAGE PROPERTY - BUSINESS-WITH EXPLOSIVE,2
," -77.4133)""",,,,2
90Z,3804,Crime Against Society,All Other Offenses,FAMILY OFFENSE - BIGAMY,2
," -77.4054)""",,,,1
," -77.4675)""",,,,1
," -77.4647)""",,,,1
," -76.9677)""",,,,1
," -76.9402)""",,,,1
," -76.9689)""",,,,1
," -77.3778)""",,,,1
," -77.3454)""",,,,1
," -77.3122)""",,,,1
," -77.3299)""",,,,1
," -77.3634)""",,,,1
," -77.3318)""",,,,1
," -77.3079)""",,,,1
," -77.4045)""",,,,1
11A,1106,Crime Against Person,Forcible Rape,SEX ASSAULT - SODOMY-GIRL-GUN,1
," -76.9602)""",,,,1
," -77.485)""",,,,1
90G,4101,Crime Against Society,Liquor Law Violations,LIQUOR - MANUFACTURE,1
," -77.3418)""",,,,1
," -77.3655)""",,,,1
," -77.3415)""",,,,1
," -77.4002)""",,,,1
," -77.4178)""",,,,1
," -76.9089)""",,,,1
," -77.3268)""",,,,1
," -77.3448)""",,,,1
," -77.3983)""",,,,1
," -77.3877)""",,,,1
," -77.3891)""",,,,1
," -77.4013)""",,,,1
," -77.3895)""",,,,1
40B,4006,Crime Against Society,Assisting or Promoting Prostitution,COMM SEX OFF - TRANSPORT FEMALE INTERSTATE FOR IMM,1
," -77.4248)""",,,,1
," -77.294)""",,,,1
," -77.4154)""",,,,1
," -76.9107)""",,,,1
," -76.9103)""",,,,1
," -77.4485)""",,,,1
35A,3580,Crime Against Society,Drug/Narcotic Violations,DRUGS - BARBITURATE - MANUFACTURE,1
510,5102,Crime Against Property,Bribery,BRIBERY - OFFERING BRIBE,1
," -77.3199)""",,,,1
," -77.4294)""",,,,1
90Z,5003,Crime Against Society,All Other Offenses,OBSTRUCT GOVT - PERJURY,1
," -77.339)""",,,,1
," -77.3429)""",,,,1
," -77.4659)""",,,,1
," -77.3732)""",,,,1
," -77.4291)""",,,,1
," -76.9123)""",,,,1
," -77.4112)""",,,,1
," -76.9594)""",,,,1
," -77.42)""",,,,1
," -77.4067)""",,,,1
," -77.304)""",,,,1
," -77.3973)""",,,,1
," -76.9239)""",,,,1
290,2906,Crime Against Property,Destruction/Damage/Vandalism of Property,DAMAGE PROPERTY - PUBLIC-WITH EXPLOSIVE,1
," -77.4255)""",,,,1
," -77.3002)""",,,,1
," -77.3593)""",,,,1
90Z,4812,Crime Against Society,All Other Offenses,FAILURE REPORT CRIME,1
," -77.4586)""",,,,1
," -77.4673)""",,,,1
," -77.4274)""",,,,1
," -76.9609)""",,,,1
," -77.4257)""",,,,1
," -77.4107)""",,,,1
," -77.3253)""",,,,1
," -77.4403)""",,,,1
," -77.3781)""",,,,1
," -77.346)""",,,,1
," -77.3832)""",,,,1
," -77.3277)""",,,,1
," -77.3776)""",,,,1
," -77.4752)""",,,,1
," -77.3376)""",,,,1
," -76.9266)""",,,,1
," -77.4025)""",,,,1
," -76.9105)""",,,,1
," -76.9184)""",,,,1
," -77.4836)""",,,,1
," -77.4795)""",,,,1
," -77.4462)""",,,,1
," -77.3986)""",,,,1
," -77.3878)""",,,,1
," -76.9158)""",,,,1
," -77.4521)""",,,,1
," -77.3053)""",,,,1
," -77.4115)""",,,,1
," -77.3885)""",,,,1
," -77.2935)""",,,,1
," -77.3794)""",,,,1
," -77.3819)""",,,,1
," -77.4077)""",,,,1
," -77.4175)""",,,,1
," -77.471)""",,,,1
," -77.3461)""",,,,1
11A,1110,Crime Against Person,Forcible Rape,SEX ASSAULT - SODOMY-GIRL-WEAPON,1
," -77.3581)""",,,,1
100,1002,Crime Against Person,Kidnapping/Abduction,KIDNAP ADULT FOR RANSOM,1
," -77.352)""",,,,1
," -77.3045)""",,,,1
," -77.4041)""",,,,1
," -77.4531)""",,,,1
," -77.3156)""",,,,1
," -77.3683)""",,,,1
," -77.3742)""",,,,1
," -77.3847)""",,,,1
," -77.4265)""",,,,1
," -77.3078)""",,,,1
," -77.4441)""",,,,1
," -77.363)""",,,,1
," -77.4031)""",,,,1
," -77.3114)""",,,,1
90Z,5402,Crime Against Society,All Other Offenses,TRANSPORTING DANGEROUS MATERIALS,1
," -77.3112)""",,,,1
," -77.3175)""",,,,1
90Z,5008,Crime Against Society,All Other Offenses,OBSTRUCT GOVT - MISCONDUCT - JUDIC OFFICER,1
," -77.1483)""",,,,1
," -77.398)""",,,,1
40B,4001,Crime Against Society,Assisting or Promoting Prostitution,COMM SEX OFF - KEEPING HOUSE ILL FAME,1
," -77.3305)""",,,,1
," -77.3188)""",,,,1
," -76.9181)""",,,,1
," -77.3694)""",,,,1
," -77.3482)""",,,,1
," -77.4192)""",,,,1
," -77.3281)""",,,,1
90Z,6205,Crime Against Society,All Other Offenses,CONSERVATION - ENVIRONMENT (DESCRIBE OFFENSE),1
," -76.9655)""",,,,1
," -76.946)""",,,,1
," -77.306)""",,,,1
," -77.4457)""",,,,1
," -76.9203)""",,,,1
," -76.9353)""",,,,1
," -77.445)""",,,,1
," -76.952)""",,,,1
," -77.4059)""",,,,1
," -77.4322)""",,,,1
," -77.3496)""",,,,1
," -77.3217)""",,,,1
," -77.3388)""",,,,1
," -77.3729)""",,,,1
," -76.9448)""",,,,1
," -76.9649)""",,,,1
," -77.3987)""",,,,1
," -77.3534)""",,,,1
," -77.3091)""",,,,1
09A,0913,Crime Against Person,Murder and Nonnegligent Manslaughter,HOMICIDE - JOHN OR JANE DOE - NO WARRANT,1
90Z,5002,Crime Against Society,All Other Offenses,BAIL - PERSON RECOG,1
," -77.3465)""",,,,1
," -77.3357)""",,,,1
100,1007,Crime Against Person,Kidnapping/Abduction,KIDNAP HOSTAGE FOR ESCAPE,1
," -77.343)""",,,,1
," -77.407)""",,,,1
," -76.9193)""",,,,1
," -76.9146)""",,,,1
," -77.3422)""",,,,1
," -77.3817)""",,,,1
," -77.3109)""",,,,1
," -77.3284)""",,,,1
," -76.9585)""",,,,1
," -77.2728)""",,,,1
," -76.9359)""",,,,1
," -77.3432)""",,,,1
," -77.4815)""",,,,1
," -77.4459)""",,,,1
," -77.3835)""",,,,1
90Z,6103,Crime Against Society,All Other Offenses,TAX - LIQUOR (DESCRIBE OFFENSE),1
," -77.3405)""",,,,1
," -76.9188)""",,,,1
," -77.31)""",,,,1
90Z,5501,Crime Against Society,All Other Offenses,HEALTH - DRUGS - ADULTERATED,1
35A,3570,Crime Against Society,Drug/Narcotic Violations,DRUGS - AMPHETAMINE - MANUFACTURE,1
90Z,0104,Crime Against Society,All Other Offenses,SABOTAGE,1
," -77.3219)""",,,,1
," -77.4263)""",,,,1
," -77.4851)""",,,,1
," -77.3317)""",,,,1
," -77.3841)""",,,,1
," -77.4384)""",,,,1
," -77.4038)""",,,,1
," -77.307)""",,,,1
," -77.3994)""",,,,1
," -77.4705)""",,,,1
," -77.4064)""",,,,1
90Z,NSUP,Crime Against Society,All Other Offenses,NON SUPPORT,1
," -77.3265)""",,,,1
," -76.935)""",,,,1
," -77.3945)""",,,,1
," -77.3812)""",,,,1
520,5205,Crime Against Society,Weapon Law Violations,WEAPON - EXPLOSIVES - TRANSPORTING,1
," -77.4223)""",,,,1
100,1001,Crime Against Person,Kidnapping/Abduction,KIDNAP MINOR FOR RANSOM,1
240,2405,Crime Against Property,Motor Vehicle Theft,AUTO THEFT - THEFT VEHICLE BY BAILEE,1
36A,3607,Crime Against Person,Incest,SEX OFFENSE - INCEST WITH ADULT,1
90Z,5703,Crime Against Society,All Other Offenses,INVASION PRIVACY - DIVULGE MESSAGE CONTENTS,1
90Z,5014,Crime Against Society,All Other Offenses,MANDATORY RELEASE VIOLATION,1
," -77.3511)""",,,,1
," -76.9205)""",,,,1
," -77.3248)""",,,,1
," -76.9549)""",,,,1
," -77.3626)""",,,,1
," -77.4842)""",,,,1
," -77.3754)""",,,,1
," -77.3861)""",,,,1
," -77.3564)""",,,,1
," -77.2992)""",,,,1
," -77.4747)""",,,,1
," -77.4024)""",,,,1
280,2802,Crime Against Property,Stolen Property Offenses,STOLEN PROPERTY - TRANSPORT INTERSTATE,1
," -77.3065)""",,,,1
," -77.4409)""",,,,1
," -77.3722)""",,,,1
510,5199,Crime Against Property,Bribery,BRIBERY (DESCRIBE OFFENSE),1
," -77.3733)""",,,,1
," -76.9564)""",,,,1
90Z,1402,Crime Against Society,All Other Offenses,ABORTIONAL ACT OF SELF,1
," -77.3467)""",,,,1
," -77.3846)""",,,,1
," -77.3601)""",,,,1
," -77.4004)""",,,,1
," -77.4121)""",,,,1
," -76.9496)""",,,,1
," -77.2205)""",,,,1
," -77.4289)""",,,,1
," -77.2896)""",,,,1
," -77.3714)""",,,,1
," -77.3168)""",,,,1
," -77.4526)""",,,,1
," -77.367)""",,,,1
," -76.9516)""",,,,1
39B,3907,Crime Against Society,Operating/Promoting/Assisting Gambling,GAMBLING - DICE GAME,1
," -77.4969)""",,,,1
," -77.4336)""",,,,1
," -77.3127)""",,,,1
," -76.9157)""",,,,1
," -76.921)""",,,,1
," -77.4249)""",,,,1
," -77.318)""",,,,1
," -77.3179)""",,,,1
," -77.3076)""",,,,1
," -77.4532)""",,,,1
," -77.4081)""",,,,1
," -77.3373)""",,,,1
," -76.9255)""",,,,1
," -77.4055)""",,,,1
," -77.4633)""",,,,1
," -77.3503)""",,,,1
," -77.448)""",,,,1
90Z,4808,Crime Against Society,All Other Offenses,COMPOUNDING CRIME,1
," -76.9274)""",,,,1
," -77.326)""",,,,1
," -77.368)""",,,,1
," -77.3929)""",,,,1
," -77.3709)""",,,,1
," -77.4468)""",,,,1
," -77.3866)""",,,,1
," -77.3164)""",,,,1
," -77.3886)""",,,,1
," -77.3208)""",,,,1
," -77.3009)""",,,,1
90Z,6099,Crime Against Society,All Other Offenses,ANTITRUST (DESCRIBE OFFENSE),1
