ofns_desc,law_cat_cd,loc_of_occur_desc,juris_desc,prem_typ_desc,pd_desc,jurisdiction_code,row_count
ARSON,FELONY,FRONT OF,NEW YORK CITY SHERIFF OFFICE,STREET,"ARSON, MOTOR VEHICLE 1 2 3 & 4",87,1
MISCELLANEOUS PENAL LAW,FELONY,FRONT OF,N.Y. POLICE DEPT,COLLEGE/UNIVERSITY,"IMPERSONATION 1, POLICE OFFICE",0,1
DANGEROUS DRUGS,MISDEMEANOR,INSIDE,PORT AUTHORITY,VIDEO STORE,"CONTROLLED SUBSTANCE, POSSESSI",3,1
"LOITERING/GAMBLING (CARDS, DIC",VIOLATION,FRONT OF,N.Y. POLICE DEPT,FERRY/FERRY TERMINAL,"LOITERING,GAMBLING,OTHER",0,1
LOITERING,VIOLATION,FRONT OF,N.Y. POLICE DEPT,RESIDENCE - APT. HOUSE,"LOITERING,UNCLASSIFIED",0,1
ADMINISTRATIVE CODE,VIOLATION,(null),N.Y. POLICE DEPT,PARKING LOT/GARAGE (PUBLIC),"ALCOHOLIC BEVERAGES,PUBLIC CON",0,1
OFFENSES INVOLVING FRAUD,MISDEMEANOR,FRONT OF,N.Y. POLICE DEPT,GROCERY/BODEGA,"RECORDS,FALSIFY-TAMPER",0,1
OTHER STATE LAWS (NON PENAL LA,FELONY,FRONT OF,N.Y. POLICE DEPT,FOOD SUPERMARKET,TAX LAW,0,1
MISCELLANEOUS PENAL LAW,FELONY,FRONT OF,TRI-BORO BRDG TUNNL,TUNNEL,CRIMINAL CONTEMPT 1,4,1
MISCELLANEOUS PENAL LAW,VIOLATION,INSIDE,N.Y. POLICE DEPT,TAXI (LIVERY LICENSED),"MARIJUANA, POSSESSION",0,1
ADMINISTRATIVE CODE,MISDEMEANOR,INSIDE,OTHER,RESIDENCE - APT. HOUSE,UNLAWFUL SALE SYNTHETIC MARIJUANA,97,1
MISCELLANEOUS PENAL LAW,VIOLATION,INSIDE,N.Y. POLICE DEPT,STREET,"SOLICITATION 5,CRIMINAL",0,1
DANGEROUS DRUGS,MISDEMEANOR,INSIDE,OTHER,PUBLIC SCHOOL,"MARIJUANA, SALE 4 & 5",97,1
SEX CRIMES,MISDEMEANOR,FRONT OF,N.Y. POLICE DEPT,RESIDENCE-HOUSE,"OBSCENITY, PERFORMANCE 3",0,1
FELONY ASSAULT,FELONY,FRONT OF,PORT AUTHORITY,BUS TERMINAL,STRANGULATION 1ST,3,1
CRIMINAL TRESPASS,MISDEMEANOR,INSIDE,U.S. PARK POLICE,HOTEL/MOTEL,"TRESPASS 2, CRIMINAL",13,1
INTOXICATED & IMPAIRED DRIVING,MISDEMEANOR,(null),N.Y. POLICE DEPT,CEMETERY,"INTOXICATED DRIVING,ALCOHOL",0,1
CRIMINAL TRESPASS,MISDEMEANOR,OPPOSITE OF,N.Y. POLICE DEPT,FACTORY/WAREHOUSE,"TRESPASS 3, CRIMINAL",0,1
OFF. AGNST PUB ORD SENSBLTY &,MISDEMEANOR,INSIDE,N.Y. POLICE DEPT,OTHER,"NUISANCE,CRIMINAL,UNCLASSIFIED",0,1
"LOITERING/GAMBLING (CARDS, DIC",VIOLATION,FRONT OF,N.Y. POLICE DEPT,PUBLIC BUILDING,"LOITERING,GAMBLING,OTHER",0,1
THEFT-FRAUD,FELONY,(null),N.Y. POLICE DEPT,COMMERCIAL BUILDING,COMPUTER TAMPER/TRESSPASS,0,1
GRAND LARCENY,FELONY,(null),N.Y. POLICE DEPT,PARKING LOT/GARAGE (PUBLIC),"LARCENY,GRAND OF BOAT",0,1
OFFENSES INVOLVING FRAUD,MISDEMEANOR,REAR OF,N.Y. POLICE DEPT,COLLEGE/UNIVERSITY,"FORGERY,ETC.-MISD.",0,1
DANGEROUS DRUGS,FELONY,INSIDE,OTHER,GROCERY/BODEGA,"CONTROLLED SUBSTANCE,POSSESS.",97,1
DANGEROUS DRUGS,FELONY,(null),TRI-BORO BRDG TUNNL,BRIDGE,"CONTROLLED SUBSTANCE,POSSESS.-",4,1
FORGERY,FELONY,OPPOSITE OF,N.Y. POLICE DEPT,STORE UNCLASSIFIED,"FORGERY,ETC.,UNCLASSIFIED-FELO",0,1
PETIT LARCENY,MISDEMEANOR,REAR OF,N.Y. POLICE DEPT,OTHER,"LARCENY,PETIT FROM STORE-SHOPL",0,1
KIDNAPPING & RELATED OFFENSES,FELONY,(null),N.Y. POLICE DEPT,BUS (NYC TRANSIT),"IMPRISONMENT 1,UNLAWFUL",0,1
BURGLAR'S TOOLS,MISDEMEANOR,REAR OF,N.Y. POLICE DEPT,RESTAURANT/DINER,"BURGLARS TOOLS,UNCLASSIFIED",0,1
ENDAN WELFARE INCOMP,MISDEMEANOR,INSIDE,N.Y. POLICE DEPT,STREET,"INCOMPETENT PERSON,RECKLESSY ENDANGERING",0,1
OFF. AGNST PUB ORD SENSBLTY &,MISDEMEANOR,(null),N.Y. POLICE DEPT,RESIDENCE - PUBLIC HOUSING,FALSE REPORT UNCLASSIFIED,0,1
PETIT LARCENY,MISDEMEANOR,(null),OTHER,HOMELESS SHELTER,"LARCENY,PETIT FROM OPEN AREAS,",97,1
BURGLARY,FELONY,(null),N.Y. TRANSIT POLICE,RESTAURANT/DINER,"BURGLARY,COMMERCIAL,UNKNOWN TI",1,1
HARRASSMENT 2,VIOLATION,OPPOSITE OF,PORT AUTHORITY,BUS TERMINAL,"HARASSMENT,SUBD 1,CIVILIAN",3,1
ASSAULT 3 & RELATED OFFENSES,MISDEMEANOR,OPPOSITE OF,N.Y. STATE POLICE,HIGHWAY/PARKWAY,ASSAULT 3,11,1
INTOXICATED & IMPAIRED DRIVING,MISDEMEANOR,FRONT OF,OTHER,COLLEGE/UNIVERSITY,"INTOXICATED DRIVING,ALCOHOL",97,1
SEX CRIMES,MISDEMEANOR,FRONT OF,STATN IS RAPID TRANS,STREET,"SEXUAL ABUSE 3,2",9,1
PETIT LARCENY,MISDEMEANOR,FRONT OF,N.Y. POLICE DEPT,DOCTOR/DENTIST OFFICE,PETIT LARCENY OF ANIMAL,0,1
GRAND LARCENY,FELONY,INSIDE,DISTRICT ATTORNEY OFFICE,SMALL MERCHANT,"LARCENY,GRAND BY DISHONEST EMP",73,1
SEX CRIMES,MISDEMEANOR,(null),N.Y. POLICE DEPT,RESIDENCE - PUBLIC HOUSING,"SEXUAL MISCONDUCT,INTERCOURSE",0,1
POSSESSION OF STOLEN PROPERTY,MISDEMEANOR,(null),N.Y. STATE POLICE,BRIDGE,"STOLEN PROPERTY 3,POSSESSION",11,1
PETIT LARCENY,MISDEMEANOR,FRONT OF,N.Y. POLICE DEPT,RESTAURANT/DINER,"LARCENY,PETIT FROM PIER",0,1
DANGEROUS DRUGS,FELONY,FRONT OF,N.Y. POLICE DEPT,DOCTOR/DENTIST OFFICE,"CONTROLLED SUBSTANCE, SALE 5",0,1
FELONY ASSAULT,FELONY,(null),N.Y. POLICE DEPT,PARK/PLAYGROUND,ASSAULT SCHOOL SAFETY AGENT,0,1
SEX CRIMES,MISDEMEANOR,FRONT OF,OTHER,HOMELESS SHELTER,"SEXUAL ABUSE 3,2",97,1
MISCELLANEOUS PENAL LAW,VIOLATION,FRONT OF,HEALTH & HOSP CORP,HOSPITAL,EXPOSURE OF A PERSON,14,1
BURGLARY,FELONY,INSIDE,N.Y. POLICE DEPT,TRANSIT FACILITY (OTHER),"BURGLARY,RESIDENCE,NIGHT",0,1
GRAND LARCENY,FELONY,FRONT OF,N.Y. POLICE DEPT,CHURCH,"LARCENY,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK",0,1
MISCELLANEOUS PENAL LAW,VIOLATION,(null),N.Y. STATE PARKS,PARK/PLAYGROUND,"TRESPASS 4,CRIMINAL SUB 2",12,1
ARSON,FELONY,INSIDE,N.Y. POLICE DEPT,STORE UNCLASSIFIED,ARSON 1,0,1
GRAND LARCENY OF MOTOR VEHICLE,FELONY,FRONT OF,N.Y. POLICE DEPT,HIGHWAY/PARKWAY,"LARCENY,GRAND OF TRUCK",0,1
GRAND LARCENY OF MOTOR VEHICLE,FELONY,REAR OF,PORT AUTHORITY,COMMERCIAL BUILDING,"LARCENY,GRAND OF AUTO",3,1
FELONY ASSAULT,FELONY,INSIDE,N.Y. HOUSING POLICE,STREET,STRANGULATION 1ST,2,1
OFFENSES RELATED TO CHILDREN,MISDEMEANOR,INSIDE,N.Y. POLICE DEPT,STORE UNCLASSIFIED,EDUCATION LAW,0,1
MISCELLANEOUS PENAL LAW,FELONY,INSIDE,N.Y. POLICE DEPT,BAR/NIGHT CLUB,UNAUTHORIZED USE VEHICLE 2,0,1
MISCELLANEOUS PENAL LAW,FELONY,FRONT OF,N.Y. POLICE DEPT,HOMELESS SHELTER,"PUBLIC ADMINISTRATION,UNCLASSI",0,1
DANGEROUS WEAPONS,FELONY,INSIDE,HEALTH & HOSP CORP,PUBLIC BUILDING,WEAPONS POSSESSION 3,14,1
PETIT LARCENY,MISDEMEANOR,OPPOSITE OF,N.Y. POLICE DEPT,RESIDENCE - PUBLIC HOUSING,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT OUTSIDE",0,1
MISCELLANEOUS PENAL LAW,FELONY,INSIDE,DISTRICT ATTORNEY OFFICE,OTHER,COERCION 1,73,1
OFFENSES AGAINST THE PERSON,MISDEMEANOR,INSIDE,N.Y. POLICE DEPT,CLOTHING/BOUTIQUE,"IMPRISONMENT 2,UNLAWFUL",0,1
OFFENSES AGAINST PUBLIC ADMINI,MISDEMEANOR,OPPOSITE OF,NYC PARKS,PARK/PLAYGROUND,VIOLATION OF ORDER OF PROTECTI,88,1
OTHER STATE LAWS (NON PENAL LA,MISDEMEANOR,INSIDE,N.Y. POLICE DEPT,HOTEL/MOTEL,"PUBLIC HEALTH LAW,GLUE,UNLAWFU",0,1
GRAND LARCENY,FELONY,REAR OF,N.Y. POLICE DEPT,DEPARTMENT STORE,"LARCENY,GRAND FROM STORE-SHOPL",0,1
GRAND LARCENY,FELONY,INSIDE,N.Y. POLICE DEPT,COLLEGE/UNIVERSITY,"LARCENY,GRAND FROM PERSON,PURS",0,1
CRIMINAL MISCHIEF & RELATED OF,FELONY,INSIDE,N.Y. POLICE DEPT,BAR/NIGHT CLUB,"MISCHIEF, CRIMINAL 3&2, BY FIR",0,1
MISCELLANEOUS PENAL LAW,FELONY,(null),PORT AUTHORITY,PARKING LOT/GARAGE (PUBLIC),UNAUTHORIZED USE VEHICLE 2,3,1
GRAND LARCENY,FELONY,INSIDE,N.Y. HOUSING POLICE,STREET,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT",2,1
OFFENSES RELATED TO CHILDREN,MISDEMEANOR,(null),N.Y. POLICE DEPT,GROCERY/BODEGA,"CHILD,ALCOHOL SALE TO",0,1
(null),MISDEMEANOR,FRONT OF,N.Y. POLICE DEPT,RESIDENCE - APT. HOUSE,"NUISANCE,CRIMINAL,UNCLASSIFIED",0,1
UNAUTHORIZED USE OF A VEHICLE,MISDEMEANOR,INSIDE,N.Y. POLICE DEPT,SHOE,UNAUTHORIZED USE VEHICLE 3,0,1
(null),MISDEMEANOR,OPPOSITE OF,N.Y. POLICE DEPT,STREET,CRIM POS WEAP 4,0,1
GRAND LARCENY,FELONY,(null),N.Y. POLICE DEPT,DEPARTMENT STORE,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT",0,1
DANGEROUS DRUGS,MISDEMEANOR,(null),N.Y. HOUSING POLICE,STREET,"CONTROLLED SUBSTANCE, POSSESSI",2,1
(null),MISDEMEANOR,INSIDE,N.Y. POLICE DEPT,CHAIN STORE,"LEWDNESS,PUBLIC",0,1
GRAND LARCENY,FELONY,INSIDE,N.Y. TRANSIT POLICE,TRANSIT - NYC SUBWAY,"LARCENY,GRAND FROM PERSON, BAG OPEN/DIP",1,1
PETIT LARCENY,MISDEMEANOR,INSIDE,METRO NORTH,COMMERCIAL BUILDING,"LARCENY,PETIT FROM BUILDING,UN",15,1
(null),MISDEMEANOR,REAR OF,N.Y. HOUSING POLICE,RESIDENCE - PUBLIC HOUSING,SALE OF UNAUTHORIZED RECORDING,2,1
ROBBERY,FELONY,INSIDE,PORT AUTHORITY,BOOK/CARD,"ROBBERY,COMMERCIAL UNCLASSIFIED",3,1
DANGEROUS DRUGS,MISDEMEANOR,(null),HEALTH & HOSP CORP,PARKING LOT/GARAGE (PRIVATE),"CONTROLLED SUBSTANCE, POSSESSI",14,1
OFF. AGNST PUB ORD SENSBLTY &,MISDEMEANOR,FRONT OF,N.Y. STATE POLICE,COMMERCIAL BUILDING,FALSE REPORT BOMB,11,1
BURGLARY,FELONY,OPPOSITE OF,N.Y. POLICE DEPT,STORAGE FACILITY,"BURGLARY,RESIDENCE,DAY",0,1
PETIT LARCENY,MISDEMEANOR,INSIDE,HEALTH & HOSP CORP,(null),"LARCENY,PETIT FROM OPEN AREAS,",14,1
CRIMINAL MISCHIEF & RELATED OF,MISDEMEANOR,(null),OTHER,GYM/FITNESS FACILITY,RECKLESS ENDANGERMENT OF PROPE,97,1
CRIMINAL TRESPASS,MISDEMEANOR,OPPOSITE OF,PORT AUTHORITY,CONSTRUCTION SITE,"TRESPASS 2, CRIMINAL",3,1
CRIMINAL MISCHIEF & RELATED OF,FELONY,REAR OF,N.Y. POLICE DEPT,HOSPITAL,CRIMINAL MIS 2 & 3,0,1
FELONY ASSAULT,FELONY,FRONT OF,OTHER,SMALL MERCHANT,"ASSAULT 2,1,UNCLASSIFIED",97,1
GRAND LARCENY,FELONY,INSIDE,N.Y. POLICE DEPT,DEPARTMENT STORE,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED",0,1
MISCELLANEOUS PENAL LAW,FELONY,OPPOSITE OF,N.Y. POLICE DEPT,RESIDENCE - PUBLIC HOUSING,UNAUTHORIZED USE VEHICLE 2,0,1
DANGEROUS DRUGS,FELONY,OPPOSITE OF,N.Y. POLICE DEPT,PARK/PLAYGROUND,"CONTROLLED SUBSTANCE, SALE 4",0,1
PETIT LARCENY,MISDEMEANOR,REAR OF,HEALTH & HOSP CORP,PARKING LOT/GARAGE (PUBLIC),"LARCENY,PETIT FROM AUTO",14,1
GRAND LARCENY,FELONY,INSIDE,N.Y. STATE POLICE,COMMERCIAL BUILDING,"LARCENY,GRAND BY IDENTITY THEFT-UNCLASSIFIED",11,1
DANGEROUS WEAPONS,FELONY,(null),TRI-BORO BRDG TUNNL,STREET,WEAPONS POSSESSION 3,4,1
FELONY ASSAULT,FELONY,(null),N.Y. STATE PARKS,STREET,"ASSAULT 2,1,UNCLASSIFIED",12,1
OFFENSES AGAINST PUBLIC ADMINI,MISDEMEANOR,(null),N.Y. POLICE DEPT,FAST FOOD,"PUBLIC ADMINISTATION,UNCLASS M",0,1
AGRICULTURE & MRKTS LAW-UNCLASSIFIED,MISDEMEANOR,FRONT OF,N.Y. POLICE DEPT,OTHER,ATTEND/SPECTATOR ANIMAL FIGHTING,0,1
CRIMINAL MISCHIEF & RELATED OF,FELONY,INSIDE,OTHER,DEPARTMENT STORE,"MISCHIEF,CRIMINAL,    UNCL 2ND",97,1
DANGEROUS DRUGS,FELONY,INSIDE,N.Y. HOUSING POLICE,RESIDENCE - PUBLIC HOUSING,"DRUG, INJECTION OF",2,1
MISCELLANEOUS PENAL LAW,FELONY,OPPOSITE OF,N.Y. POLICE DEPT,MOBILE FOOD,"IMPERSONATION 1, POLICE OFFICE",0,1
POSSESSION OF STOLEN PROPERTY,FELONY,(null),AMTRACK,TRANSIT FACILITY (OTHER),"STOLEN PROPERTY 2,1,POSSESSION",7,1
KIDNAPPING & RELATED OFFENSES,FELONY,FRONT OF,N.Y. POLICE DEPT,SMALL MERCHANT,CUSTODIAL INTERFERENCE 1,0,1
CRIMINAL MISCHIEF & RELATED OF,FELONY,(null),N.Y. POLICE DEPT,TAXI/LIVERY (UNLICENSED),"MISCHIEF, CRIMINAL 3 & 2, OF M",0,1
GRAND LARCENY,FELONY,(null),N.Y. POLICE DEPT,SMALL MERCHANT,"LARCENY,GRAND FROM PERSON,UNCL",0,1
ROBBERY,FELONY,OPPOSITE OF,N.Y. POLICE DEPT,RESIDENCE-HOUSE,"ROBBERY,DWELLING",0,1
PETIT LARCENY,MISDEMEANOR,REAR OF,N.Y. POLICE DEPT,RESIDENCE-HOUSE,"LARCENY,PETIT BY CHECK USE",0,1
PETIT LARCENY,MISDEMEANOR,OPPOSITE OF,N.Y. POLICE DEPT,RESTAURANT/DINER,"LARCENY,PETIT BY CHECK USE",0,1
FORGERY,FELONY,FRONT OF,N.Y. STATE PARKS,STREET,"FORGERY,ETC.,UNCLASSIFIED-FELO",12,1
GRAND LARCENY,FELONY,(null),NYC PARKS,RESTAURANT/DINER,"LARCENY,GRAND BY EXTORTION",88,1
POSSESSION OF STOLEN PROPERTY,FELONY,(null),N.Y. POLICE DEPT,RESIDENCE - APT. HOUSE,"STOLEN PROPERTY-MOTOR VEH 2ND,",0,1
ROBBERY,FELONY,INSIDE,N.Y. POLICE DEPT,CANDY STORE,"ROBBERY,ATM LOCATION",0,1
FELONY ASSAULT,FELONY,OPPOSITE OF,N.Y. POLICE DEPT,SMALL MERCHANT,"ASSAULT 2,1,UNCLASSIFIED",0,1
ARSON,FELONY,FRONT OF,OTHER,DRY CLEANER/LAUNDRY,"ARSON 2,3,4",97,1
PETIT LARCENY,MISDEMEANOR,INSIDE,N.Y. HOUSING POLICE,DRUG STORE,"LARCENY,PETIT FROM STORE-SHOPL",2,1
ADMINISTRATIVE CODE,MISDEMEANOR,OPPOSITE OF,N.Y. POLICE DEPT,RESIDENCE - PUBLIC HOUSING,UNLAWFUL DISCLOSURE OF AN INTIMATE IMAGE,0,1
DANGEROUS WEAPONS,MISDEMEANOR,REAR OF,N.Y. POLICE DEPT,CHAIN STORE,"WEAPONS, POSSESSION, ETC",0,1
MISCELLANEOUS PENAL LAW,VIOLATION,(null),N.Y. POLICE DEPT,HIGHWAY/PARKWAY,POSTING ADVERTISEMENTS,0,1
ROBBERY,FELONY,(null),N.Y. POLICE DEPT,CHAIN STORE,"ROBBERY,RESIDENTIAL COMMON AREA",0,1
PETIT LARCENY,MISDEMEANOR,INSIDE,OTHER,OTHER,"LARCENY,PETIT FROM COIN MACHIN",97,1
CRIMINAL MISCHIEF & RELATED OF,MISDEMEANOR,(null),TRI-BORO BRDG TUNNL,OTHER,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",4,1
GRAND LARCENY,FELONY,INSIDE,N.Y. POLICE DEPT,REAL ESTATE,"LARCENY,GRAND FROM RESIDENCE/BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",0,1
MISCELLANEOUS PENAL LAW,FELONY,INSIDE,N.Y. POLICE DEPT,GAS STATION,VEHICULAR ASSAULT (INTOX DRIVE,0,1
MISCELLANEOUS PENAL LAW,FELONY,(null),N.Y. POLICE DEPT,PARKING LOT/GARAGE (PRIVATE),"PUBLIC ADMINISTRATION,UNCLASSI",0,1
PETIT LARCENY,MISDEMEANOR,INSIDE,STATN IS RAPID TRANS,FACTORY/WAREHOUSE,"LARCENY,PETIT BY DISHONEST EMP",9,1
ROBBERY,FELONY,(null),N.Y. POLICE DEPT,PARKING LOT/GARAGE (PUBLIC),"ROBBERY,CAR JACKING",0,1
POSSESSION OF STOLEN PROPERTY,FELONY,(null),PORT AUTHORITY,RESIDENCE-HOUSE,"STOLEN PROPERTY 2,1,POSSESSION",3,1
OFFENSES AGAINST PUBLIC ADMINI,MISDEMEANOR,INSIDE,N.Y. HOUSING POLICE,RESIDENCE - APT. HOUSE,"CONTEMPT,CRIMINAL",2,1
CRIMINAL MISCHIEF & RELATED OF,MISDEMEANOR,(null),PORT AUTHORITY,CONSTRUCTION SITE,"CRIMINAL MISCHIEF 4TH, GRAFFIT",3,1
HARRASSMENT 2,VIOLATION,REAR OF,N.Y. HOUSING POLICE,CONSTRUCTION SITE,"HARASSMENT,SUBD 3,4,5",2,1
CRIMINAL MISCHIEF & RELATED OF,FELONY,INSIDE,N.Y. POLICE DEPT,MOBILE FOOD,"MISCHIEF, CRIMINAL 3 & 2, OF M",0,1
PETIT LARCENY,MISDEMEANOR,INSIDE,N.Y. POLICE DEPT,SYNAGOGUE,"LARCENY,PETIT FROM AUTO",0,1
GRAND LARCENY,FELONY,FRONT OF,DISTRICT ATTORNEY OFFICE,COMMERCIAL BUILDING,"LARCENY,GRAND BY DISHONEST EMP",73,1
BURGLARY,FELONY,INSIDE,PORT AUTHORITY,RESTAURANT/DINER,"BURGLARY,COMMERCIAL,NIGHT",3,1
BURGLARY,FELONY,INSIDE,N.Y. HOUSING POLICE,STORAGE FACILITY,"BURGLARY,UNCLASSIFIED,NIGHT",2,1
GAMBLING,FELONY,INSIDE,N.Y. POLICE DEPT,DRY CLEANER/LAUNDRY,"GAMBLING 1,PROMOTING,POLICY",0,1
SEX CRIMES,FELONY,INSIDE,N.Y. POLICE DEPT,GROCERY/BODEGA,SODOMY 3,0,1
ROBBERY,FELONY,FRONT OF,N.Y. POLICE DEPT,FAST FOOD,"ROBBERY,ATM LOCATION",0,1
ASSAULT 3 & RELATED OFFENSES,MISDEMEANOR,(null),NYC PARKS,PARKING LOT/GARAGE (PUBLIC),ASSAULT 3,88,1
SEX CRIMES,FELONY,(null),PORT AUTHORITY,BUS (OTHER),SEXUAL ABUSE,3,1
UNAUTHORIZED USE OF A VEHICLE,MISDEMEANOR,REAR OF,OTHER,STREET,UNAUTHORIZED USE VEHICLE 3,97,1
GRAND LARCENY,FELONY,INSIDE,N.Y. POLICE DEPT,DAYCARE FACILITY,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",0,1
MISCELLANEOUS PENAL LAW,FELONY,(null),N.Y. POLICE DEPT,RESIDENCE-HOUSE,PROMOTING A SEXUAL PERFORMANCE,0,1
GRAND LARCENY OF MOTOR VEHICLE,FELONY,(null),TRI-BORO BRDG TUNNL,PARKING LOT/GARAGE (PRIVATE),"LARCENY, GRAND OF MOPED",4,1
MISCELLANEOUS PENAL LAW,FELONY,FRONT OF,N.Y. POLICE DEPT,TUNNEL,"FORGERY-ILLEGAL POSSESSION,VEH",0,1
PETIT LARCENY,MISDEMEANOR,INSIDE,DEPT OF CORRECTIONS,(null),"LARCENY,PETIT FROM STORE-SHOPL",72,1
OTHER STATE LAWS (NON PENAL LA,MISDEMEANOR,(null),N.Y. POLICE DEPT,AIRPORT TERMINAL,"NY STATE LAWS,UNCLASSIFIED MIS",0,1
FELONY ASSAULT,FELONY,OPPOSITE OF,OTHER,RESIDENCE - APT. HOUSE,ASSAULT POLICE/PEACE OFFICER,97,1
ROBBERY,FELONY,FRONT OF,N.Y. POLICE DEPT,DRUG STORE,"ROBBERY,BICYCLE",0,1
CANNABIS RELATED OFFENSES,FELONY,(null),N.Y. POLICE DEPT,(null),"CANNABIS SALE, 2&1",0,1
BURGLARY,FELONY,(null),N.Y. POLICE DEPT,TUNNEL,"BURGLARY, TRUCK UNKNOWN TIME",0,1
PETIT LARCENY,MISDEMEANOR,INSIDE,N.Y. POLICE DEPT,TAXI (YELLOW LICENSED),"LARCENY,PETIT OF VEHICLE ACCES",0,1
POSSESSION OF STOLEN PROPERTY,FELONY,FRONT OF,N.Y. POLICE DEPT,RESTAURANT/DINER,"STOLEN PROPERTY-MOTOR VEH 2ND,",0,1
DANGEROUS DRUGS,FELONY,FRONT OF,N.Y. POLICE DEPT,BUS (NYC TRANSIT),"CONTROLLED SUBSTANCE,POSSESS.",0,1
SEX CRIMES,FELONY,INSIDE,MTA POLICE DEPT,TRANSIT FACILITY (OTHER),SODOMY 1,17,1
FRAUDS,MISDEMEANOR,FRONT OF,N.Y. POLICE DEPT,OPEN AREAS (OPEN LOTS),"FRAUD,UNCLASSIFIED-MISDEMEANOR",0,1
SEX CRIMES,FELONY,INSIDE,N.Y. POLICE DEPT,PRIVATE/PAROCHIAL SCHOOL,COURSE OF SEXUAL CONDUCT AGAIN,0,1
MISCELLANEOUS PENAL LAW,FELONY,INSIDE,N.Y. POLICE DEPT,TELECOMM. STORE,AGGRAVATED HARASSMENT 1,0,1
OTHER STATE LAWS (NON PENAL LA,MISDEMEANOR,INSIDE,NEW YORK CITY SHERIFF OFFICE,(null),TAX LAW,87,1
FELONY ASSAULT,FELONY,OPPOSITE OF,N.Y. POLICE DEPT,(null),STRANGULATION 1ST,0,1
MISCELLANEOUS PENAL LAW,FELONY,(null),N.Y. POLICE DEPT,GROCERY/BODEGA,"PUBLIC ADMINISTRATION,UNCLASSI",0,1
ADMINISTRATIVE CODE,VIOLATION,(null),MTA POLICE DEPT,TRANSIT FACILITY (OTHER),N.Y.C. TRANSIT AUTH. R&R,17,1
ROBBERY,FELONY,FRONT OF,N.Y. POLICE DEPT,PRIVATE/PAROCHIAL SCHOOL,"ROBBERY,POCKETBOOK/CARRIED BAG",0,1
VEHICLE AND TRAFFIC LAWS,MISDEMEANOR,(null),OTHER,HIGHWAY/PARKWAY,"TRAFFIC,UNCLASSIFIED MISDEMEAN",97,1
ROBBERY,FELONY,FRONT OF,N.Y. POLICE DEPT,(null),"ROBBERY,OF TRUCK DRIVER",0,1
PETIT LARCENY,MISDEMEANOR,INSIDE,N.Y. POLICE DEPT,HIGHWAY/PARKWAY,"LARCENY,PETIT OF VEHICLE ACCES",0,1
SEX CRIMES,MISDEMEANOR,(null),MTA POLICE DEPT,(null),"CHILD, ENDANGERING WELFARE",17,1
THEFT-FRAUD,FELONY,(null),N.Y. POLICE DEPT,STORE UNCLASSIFIED,"FRAUD,UNCLASSIFIED-FELONY",0,1
CRIMINAL MISCHIEF & RELATED OF,MISDEMEANOR,FRONT OF,OTHER,(null),"MISCHIEF, CRIMINAL 4, BY FIRE",97,1
ROBBERY,FELONY,FRONT OF,N.Y. POLICE DEPT,HOMELESS SHELTER,"ROBBERY,BEGIN AS SHOPLIFTING",0,1
HARRASSMENT 2,VIOLATION,INSIDE,MTA POLICE DEPT,PUBLIC SCHOOL,"HARASSMENT,SUBD 3,4,5",17,1
SEX CRIMES,MISDEMEANOR,INSIDE,DISTRICT ATTORNEY OFFICE,PRIVATE/PAROCHIAL SCHOOL,"CHILD, ENDANGERING WELFARE",73,1
PETIT LARCENY,MISDEMEANOR,(null),N.Y. POLICE DEPT,HOSPITAL,"LARCENY,PETIT BY CREDIT CARD U",0,1
PETIT LARCENY,MISDEMEANOR,REAR OF,N.Y. POLICE DEPT,(null),"LARCENY,PETIT FROM TRUCK",0,1
ASSAULT 3 & RELATED OFFENSES,MISDEMEANOR,OPPOSITE OF,NYC PARKS,(null),ASSAULT 3,88,1
FRAUDS,MISDEMEANOR,INSIDE,N.Y. POLICE DEPT,SMOKE SHOP,"IMPERSONATION 2, PUBLIC SERVAN",0,1
INTOXICATED & IMPAIRED DRIVING,MISDEMEANOR,INSIDE,N.Y. POLICE DEPT,STREET,"IMPAIRED DRIVING,DRUG",0,1
ESCAPE 3,MISDEMEANOR,(null),N.Y. POLICE DEPT,(null),ESCAPE 3,0,1
BURGLARY,FELONY,REAR OF,N.Y. POLICE DEPT,ABANDONED BUILDING,"BURGLARY,RESIDENCE,NIGHT",0,1
GRAND LARCENY,FELONY,INSIDE,N.Y. POLICE DEPT,ATM,"LARCENY,GRAND FROM RESIDENCE/BUILDING,UNATTENDED, PACKAGE THEFT OUTSIDE",0,1
MISCELLANEOUS PENAL LAW,FELONY,INSIDE,N.Y. STATE POLICE,PUBLIC BUILDING,BAIL JUMPING 1 & 2,11,1
FELONY ASSAULT,FELONY,OPPOSITE OF,N.Y. POLICE DEPT,BUS STOP,STRANGULATION 1ST,0,1
